label,carat,cut,color,clarity,depth,table,x,y,z,price
6851.00,0.95,Ideal,H,SI2,59.30,59.00,6.42,6.46,3.82,3994.00
6852.00,0.28,Very Good,E,VS2,62.70,58.00,4.15,4.18,2.61,487.00
6853.00,0.29,Ideal,G,VVS2,61.30,56.00,4.23,4.25,2.60,600.00
6854.00,0.34,Ideal,E,SI1,61.00,57.00,4.51,4.48,2.74,765.00
6855.00,0.23,Ideal,G,VVS1,61.50,57.00,3.94,3.97,2.43,536.00
6856.00,0.41,Premium,H,SI2,62.20,56.00,4.80,4.72,2.96,836.00
6857.00,0.56,Ideal,H,VVS2,62.10,57.00,5.26,5.30,3.27,1745.00
6858.00,0.90,Good,H,SI2,62.70,64.00,6.09,6.00,3.79,2883.00
6859.00,1.02,Ideal,G,VS1,61.50,55.00,6.49,6.52,4.00,7357.00
6860.00,0.74,Very Good,E,SI2,61.00,57.00,5.83,5.88,3.57,2574.00
6861.00,1.04,Premium,G,SI2,62.80,59.00,6.47,6.42,4.05,3564.00
6862.00,0.41,Very Good,G,VVS2,61.60,56.00,4.76,4.78,2.94,1007.00
6863.00,1.11,Ideal,G,VS1,61.30,55.00,6.67,6.71,4.10,9261.00
6864.00,0.35,Ideal,H,VVS2,59.20,56.00,4.60,4.65,2.74,706.00
6865.00,0.82,Premium,H,SI2,59.50,62.00,6.13,6.07,3.63,2499.00
6866.00,1.13,Premium,H,VS2,62.40,58.00,6.61,6.66,4.14,5779.00
6867.00,1.22,Ideal,I,VS2,60.40,57.00,6.91,6.99,4.20,7430.00
6868.00,0.71,Ideal,D,SI2,62.30,56.00,5.73,5.69,3.56,2762.00
6869.00,0.31,Very Good,F,VVS1,62.40,57.00,4.30,4.32,2.69,897.00
6870.00,1.14,Good,E,SI1,60.90,64.00,6.78,6.68,4.09,5899.00
6871.00,0.70,Very Good,G,SI2,58.20,63.00,5.82,5.79,3.38,1966.00
6872.00,1.01,Good,F,VS1,61.80,57.00,6.34,6.44,3.95,6626.00
6873.00,0.59,Good,F,SI1,59.50,62.00,5.45,5.50,3.26,1318.00
6874.00,0.90,Very Good,G,VS1,62.70,60.00,6.06,6.13,3.82,4540.00
6875.00,0.90,Fair,I,SI2,65.30,57.00,5.98,5.93,3.89,2536.00
6876.00,0.70,Premium,F,VS1,60.80,62.00,5.71,5.67,3.46,2874.00
6877.00,1.22,Very Good,H,SI2,63.10,59.00,6.81,6.75,4.28,5192.00
6878.00,0.29,Very Good,G,VVS1,61.60,56.00,4.24,4.27,2.62,607.00
6879.00,0.51,Very Good,J,SI1,62.60,59.00,5.06,5.10,3.18,930.00
6880.00,0.40,Very Good,H,VVS1,62.90,56.00,4.69,4.72,2.96,954.00
6881.00,1.54,Ideal,G,SI2,62.30,60.00,7.29,7.34,4.56,8923.00
6882.00,1.06,Good,I,SI2,,60.00,6.65,6.71,3.92,3842.00
6883.00,1.38,Ideal,F,VVS1,62.90,56.00,7.04,7.10,4.45,15968.00
6884.00,0.44,Premium,E,VVS2,60.00,59.00,4.99,4.95,2.98,1334.00
6885.00,0.54,Ideal,G,VS2,61.70,55.00,5.22,5.26,3.23,1401.00
6886.00,1.07,Premium,I,I1,59.80,59.00,6.68,6.62,3.98,2260.00
6887.00,1.07,Very Good,F,SI2,59.40,60.00,6.68,6.75,3.99,4552.00
6888.00,0.70,Premium,D,SI2,60.50,58.00,5.80,5.74,3.49,2354.00
6889.00,0.72,Ideal,J,VVS2,61.60,56.00,5.76,5.73,3.54,1996.00
6890.00,1.01,Very Good,F,VS2,59.10,59.00,6.58,6.65,3.91,6196.00
6891.00,0.30,Ideal,F,SI1,62.40,55.00,4.30,4.32,2.69,475.00
6892.00,1.01,Premium,E,SI1,62.40,60.00,6.35,6.32,3.95,5002.00
6893.00,0.41,Ideal,G,SI1,61.70,54.00,4.78,4.81,2.96,688.00
6894.00,0.47,Very Good,E,VS1,61.80,58.00,4.97,5.03,3.09,1566.00
6895.00,2.01,Premium,I,SI2,62.30,59.00,8.01,7.97,4.98,12182.00
6896.00,0.50,Fair,G,I1,64.90,57.00,5.01,4.97,3.24,727.00
6897.00,0.31,Ideal,I,VS1,61.90,55.00,4.35,4.38,2.70,503.00
6898.00,0.39,Ideal,I,VVS2,60.80,56.00,4.74,4.76,2.89,849.00
6899.00,0.34,Very Good,I,VVS2,63.10,56.00,4.47,4.43,2.81,765.00
6900.00,1.03,Very Good,F,SI2,62.40,59.00,6.38,6.45,4.00,4503.00
6901.00,0.32,Premium,E,VVS1,60.50,58.00,4.47,4.42,2.69,1020.00
6902.00,0.53,Ideal,G,VS2,60.90,57.00,5.25,5.26,3.20,1598.00
6903.00,1.01,Premium,E,SI1,62.90,58.00,6.41,6.35,4.01,5599.00
6904.00,0.30,Ideal,D,VVS2,61.60,58.00,4.29,4.32,2.65,814.00
6905.00,0.31,Ideal,F,SI1,62.00,55.20,4.32,4.35,2.69,515.00
6906.00,0.42,Very Good,E,SI1,62.50,55.00,4.80,4.83,3.01,773.00
6907.00,1.52,Ideal,G,VS2,61.10,57.00,7.39,7.45,4.53,12840.00
6908.00,1.03,Very Good,H,SI2,62.80,59.00,6.40,6.43,4.03,4283.00
6909.00,0.70,Very Good,I,VVS2,60.10,63.00,5.81,5.74,3.47,2415.00
6910.00,0.39,Ideal,F,VS1,61.70,56.10,4.65,4.70,2.89,939.00
6911.00,0.50,Ideal,G,VVS2,61.40,56.00,5.11,5.15,3.15,1787.00
6912.00,1.29,Ideal,F,SI2,61.90,55.00,6.95,7.01,4.32,7126.00
6913.00,1.01,Very Good,F,SI1,61.90,57.00,6.37,6.42,3.96,4619.00
6914.00,1.75,Very Good,I,SI2,61.20,57.00,7.71,7.76,4.73,10098.00
6915.00,0.36,Very Good,I,VVS2,59.70,55.00,4.65,4.69,2.79,571.00
6916.00,0.57,Ideal,E,VS2,61.60,56.00,5.38,5.33,3.30,1949.00
6917.00,1.06,Ideal,F,IF,61.00,57.00,6.64,6.55,4.02,11195.00
6918.00,1.29,Very Good,G,SI2,63.30,61.00,6.84,6.80,4.32,4937.00
6919.00,1.02,Ideal,H,SI2,60.50,60.00,6.56,6.53,3.96,4225.00
6920.00,0.79,Very Good,E,SI2,59.20,59.00,6.04,6.06,3.58,2941.00
6921.00,0.30,Ideal,G,VVS1,62.90,57.00,4.30,4.26,2.69,1013.00
6922.00,0.39,Ideal,J,VVS2,62.00,54.50,4.67,4.70,2.90,687.00
6923.00,1.00,Premium,G,VS2,61.50,58.00,6.39,6.36,3.92,5967.00
6924.00,0.52,Good,H,SI1,63.10,57.00,5.09,5.14,3.23,1111.00
6925.00,0.90,Premium,F,SI2,61.40,58.00,6.19,6.13,3.78,3556.00
6926.00,0.35,Fair,D,VVS2,53.20,62.00,4.87,4.80,2.57,1011.00
6927.00,1.41,Good,H,VS2,63.80,60.00,7.04,7.12,4.52,9088.00
6928.00,0.32,Good,D,SI1,63.80,56.00,4.35,4.33,2.77,756.00
6929.00,0.30,Ideal,D,VS2,62.20,54.00,4.28,4.31,2.67,710.00
6930.00,1.01,Premium,F,SI2,62.60,54.00,6.38,6.34,3.98,4468.00
6931.00,1.04,Ideal,H,SI2,61.70,57.00,6.49,6.54,4.02,4461.00
6932.00,0.40,Good,F,VS2,63.40,54.40,4.68,4.73,2.99,826.00
6933.00,0.50,Very Good,E,SI2,61.30,56.00,5.08,5.13,3.13,1154.00
6934.00,0.42,Premium,H,VS2,62.10,57.00,4.80,4.76,2.97,992.00
6935.00,0.33,Ideal,F,VVS1,62.60,54.00,4.44,4.47,2.79,880.00
6936.00,1.57,Premium,I,SI2,60.90,58.00,7.53,7.51,4.58,7484.00
6937.00,0.59,Ideal,D,SI1,61.80,56.00,5.40,5.37,3.33,1912.00
6938.00,0.51,Ideal,F,VVS2,61.20,56.00,5.19,5.17,3.17,2203.00
6939.00,0.36,Ideal,D,VVS2,60.70,56.00,4.59,4.63,2.80,971.00
6940.00,0.32,Ideal,H,VS2,62.00,55.00,4.42,4.39,2.73,648.00
6941.00,0.30,Ideal,H,VVS2,61.00,55.00,4.33,4.34,2.65,577.00
6942.00,0.51,Ideal,G,VS1,60.90,56.00,5.16,5.19,3.15,1708.00
6943.00,0.71,Premium,G,SI2,60.80,59.00,5.70,5.74,3.48,2913.00
6944.00,0.78,Very Good,E,SI1,63.40,56.00,5.84,5.90,3.72,2565.00
6945.00,1.00,Premium,G,VVS2,62.50,60.00,6.43,6.34,3.99,6702.00
6946.00,0.85,Ideal,D,VVS1,62.00,56.00,6.05,6.11,3.77,7230.00
6947.00,0.32,Ideal,G,SI1,60.80,56.00,4.48,4.44,2.71,612.00
6948.00,0.32,Ideal,H,VVS1,60.40,57.00,4.46,4.42,2.68,936.00
6949.00,1.28,Good,G,SI1,57.60,62.00,7.17,7.13,4.12,6175.00
6950.00,1.51,Good,F,VS2,64.00,59.00,7.16,7.08,4.56,8794.00
6951.00,0.78,Very Good,D,VS2,63.00,58.00,5.80,5.86,3.67,3534.00
6952.00,0.24,Ideal,F,IF,61.60,57.00,3.97,4.00,2.45,678.00
6953.00,0.35,Premium,E,VS2,59.20,58.00,4.59,4.63,2.73,767.00
6954.00,0.40,Ideal,H,VVS2,62.40,57.00,4.73,4.69,2.94,1125.00
6955.00,0.31,Ideal,D,SI1,62.60,56.00,4.36,4.33,2.72,732.00
6956.00,1.04,Ideal,I,SI1,61.70,57.00,6.49,6.54,4.02,4344.00
6957.00,0.30,Ideal,H,IF,62.20,54.00,4.34,4.37,2.71,764.00
6958.00,0.33,Ideal,H,SI2,61.30,55.00,4.48,4.49,2.75,433.00
6959.00,1.70,Premium,E,VS2,62.90,58.00,7.57,7.54,4.75,17323.00
6960.00,0.31,Ideal,G,VS2,62.10,54.00,4.34,4.36,2.70,511.00
6961.00,1.15,Premium,H,SI1,62.00,58.00,6.77,6.71,4.18,5433.00
6962.00,0.42,Ideal,G,VS2,62.20,56.00,4.80,4.82,2.99,847.00
6963.00,1.59,Premium,E,VS2,62.30,59.00,7.38,7.43,4.61,15111.00
6964.00,0.74,Ideal,G,SI2,62.70,56.00,5.75,5.80,3.62,2423.00
6965.00,1.11,Ideal,D,SI2,61.60,55.00,6.66,6.62,4.09,5648.00
6966.00,0.30,Ideal,G,IF,60.70,57.00,4.34,4.39,2.65,863.00
6967.00,1.01,Very Good,G,VS1,62.80,58.00,6.34,6.37,3.99,6152.00
6968.00,0.51,Premium,F,VS2,62.70,59.00,5.04,5.07,3.17,1402.00
6969.00,0.33,Ideal,E,VVS1,60.20,57.00,4.47,4.50,2.70,984.00
6970.00,0.30,Very Good,H,SI1,60.10,55.00,4.38,4.41,2.64,432.00
6971.00,1.51,Good,J,VS2,62.80,59.00,7.17,7.20,4.51,7418.00
6972.00,0.77,Ideal,H,VS2,61.30,56.00,5.91,5.94,3.63,3996.00
6973.00,1.58,Very Good,J,SI1,61.60,57.00,7.47,7.54,4.62,8057.00
6974.00,0.30,Ideal,F,VS1,61.40,56.00,4.33,4.37,2.67,658.00
6975.00,0.71,Ideal,G,SI1,61.90,56.00,5.73,5.76,3.55,3007.00
6976.00,0.27,Ideal,D,IF,62.40,56.00,4.15,4.12,2.58,893.00
6977.00,0.50,Premium,F,VS1,58.00,59.00,5.30,5.22,3.05,1715.00
6978.00,2.06,Premium,G,SI2,61.80,58.00,8.15,8.10,5.02,16587.00
6979.00,0.31,Ideal,H,VVS1,62.00,54.20,4.35,4.39,2.71,660.00
6980.00,0.72,Ideal,H,VS2,61.70,56.00,5.74,5.77,3.56,3122.00
6981.00,0.73,Very Good,D,VS1,61.10,59.00,5.79,5.86,3.56,4116.00
6982.00,1.01,Very Good,I,SI2,63.70,57.00,6.32,6.36,4.04,3998.00
6983.00,1.18,Premium,I,SI2,62.90,58.00,6.77,6.70,4.24,3925.00
6984.00,2.03,Very Good,D,SI2,63.10,59.00,8.12,7.99,5.08,12765.00
6985.00,0.31,Premium,H,VS1,62.80,58.00,4.31,4.29,2.70,698.00
6986.00,0.52,Ideal,D,SI1,62.70,56.00,5.14,5.17,3.23,1600.00
6987.00,0.32,Ideal,G,VS1,61.90,55.00,4.40,4.42,2.73,602.00
6988.00,0.31,Ideal,E,VS2,61.80,55.00,4.40,4.37,2.71,872.00
6989.00,0.72,Premium,E,SI2,61.70,58.00,5.79,5.74,3.56,2125.00
6990.00,1.20,Premium,H,SI2,62.80,61.00,6.70,6.62,4.18,4973.00
6991.00,1.01,Premium,H,VS2,62.90,60.00,6.33,6.22,3.95,4559.00
6992.00,0.70,Premium,G,SI1,61.40,60.00,5.69,5.74,3.51,2394.00
6993.00,1.31,Ideal,H,SI1,60.80,56.00,7.12,7.08,4.32,7519.00
6994.00,0.24,Ideal,F,VVS2,61.50,56.00,3.99,4.01,2.46,540.00
6995.00,0.30,Ideal,E,IF,61.10,57.00,4.31,4.33,2.64,957.00
6996.00,1.22,Premium,E,SI2,61.50,58.00,6.86,6.84,4.21,6121.00
6997.00,0.43,Fair,H,SI1,62.70,66.00,4.78,4.72,2.98,984.00
6998.00,1.20,Ideal,I,I1,61.90,56.00,6.85,6.82,4.23,3570.00
6999.00,0.30,Ideal,E,VVS2,61.60,57.00,4.32,4.29,2.65,1013.00
7000.00,0.56,Ideal,G,VS1,62.20,55.00,5.27,5.31,3.29,1819.00
7001.00,0.55,Good,F,VS1,59.50,62.00,5.30,5.35,3.17,1682.00
7002.00,0.50,Ideal,H,VVS1,60.60,55.00,5.13,5.17,3.12,1710.00
7003.00,0.44,Very Good,E,VVS2,59.60,59.00,4.98,4.99,2.97,1337.00
7004.00,0.30,Premium,D,SI1,62.40,60.00,4.23,4.26,2.65,552.00
7005.00,0.57,Ideal,G,VS2,61.80,57.00,5.30,5.32,3.28,1608.00
7006.00,1.50,Ideal,I,SI1,64.20,59.00,7.13,7.10,4.57,8736.00
7007.00,1.34,Ideal,G,VS1,62.70,57.00,7.10,7.04,4.43,10070.00
7008.00,0.42,Ideal,G,IF,62.10,56.00,4.80,4.83,2.99,1400.00
7009.00,0.41,Ideal,G,VS2,62.50,56.00,4.75,4.72,2.96,1061.00
7010.00,0.89,Ideal,F,VS2,61.50,55.00,6.18,6.21,3.81,4854.00
7011.00,2.01,Very Good,I,VS1,63.50,59.00,8.03,7.93,5.07,14792.00
7012.00,0.53,Premium,D,VS2,60.40,58.00,5.23,5.26,3.17,1857.00
7013.00,0.73,Very Good,F,SI2,58.00,61.00,5.94,5.99,3.46,2485.00
7014.00,1.03,Very Good,G,VS1,63.00,56.00,6.43,6.46,4.06,6539.00
7015.00,0.42,Ideal,F,VS1,61.40,57.00,4.78,4.83,2.95,1031.00
7016.00,2.03,Very Good,H,SI2,56.80,61.00,8.52,8.42,4.81,16442.00
7017.00,1.02,Good,D,SI2,63.80,59.00,6.43,6.33,4.07,3909.00
7018.00,1.00,Premium,F,SI1,62.10,60.00,6.29,6.23,3.88,4234.00
7019.00,0.40,Ideal,D,VVS2,62.20,55.00,4.72,4.74,2.94,1263.00
7020.00,1.20,Ideal,J,SI2,61.70,56.00,6.87,6.79,4.21,4744.00
7021.00,0.53,Ideal,F,VS2,61.50,55.00,5.27,5.20,3.22,1753.00
7022.00,0.39,Ideal,J,VS2,61.40,57.00,4.72,4.66,2.88,746.00
7023.00,1.06,Ideal,G,VVS2,61.00,57.00,6.55,6.57,4.00,7900.00
7024.00,0.52,Ideal,G,VS1,62.10,54.00,5.14,5.17,3.20,1621.00
7025.00,1.13,Premium,J,SI1,61.30,59.00,6.77,6.67,4.12,4214.00
7026.00,0.51,Ideal,D,VS1,62.40,57.00,5.13,5.09,3.19,1873.00
7027.00,0.31,Ideal,H,VS1,62.60,55.00,4.38,4.34,2.73,698.00
7028.00,1.22,Premium,I,SI2,62.30,58.00,6.80,6.85,4.25,4831.00
7029.00,0.33,Ideal,I,IF,61.70,55.00,4.45,4.49,2.76,675.00
7030.00,2.09,Ideal,J,VS1,61.20,59.00,8.31,8.22,5.06,15172.00
7031.00,1.87,Premium,E,SI1,61.90,58.00,7.94,7.88,4.90,16232.00
7032.00,0.41,Very Good,D,SI1,63.20,58.00,4.77,4.72,3.00,947.00
7033.00,0.51,Good,D,SI2,63.80,56.00,5.07,5.09,3.24,1180.00
7034.00,2.53,Ideal,J,SI2,61.50,53.00,8.78,8.74,5.39,15993.00
7035.00,0.36,Good,E,IF,57.70,54.00,4.74,4.79,2.75,1053.00
7036.00,0.54,Ideal,I,VS2,61.90,56.00,5.20,5.26,3.24,1260.00
7037.00,1.50,Good,F,VS2,60.20,58.00,7.31,7.35,4.41,12693.00
7038.00,1.22,Very Good,F,SI1,,58.00,6.91,6.97,4.20,7372.00
7039.00,0.45,Fair,F,VS2,65.80,55.00,4.81,4.73,3.14,1102.00
7040.00,0.70,Very Good,I,VS1,63.10,54.00,5.61,5.67,3.56,2129.00
7041.00,1.00,Fair,F,VS2,68.40,58.00,5.97,6.10,4.13,4656.00
7042.00,0.36,Good,I,VS1,63.30,56.00,4.51,4.56,2.87,568.00
7043.00,1.19,Premium,H,SI1,60.80,59.00,6.87,6.84,4.17,5698.00
7044.00,0.50,Premium,E,SI2,60.10,60.00,5.13,5.05,3.06,1262.00
7045.00,1.00,Good,E,SI2,63.50,54.00,6.35,6.41,4.05,4400.00
7046.00,0.36,Ideal,D,VS2,61.10,57.00,4.62,4.58,2.81,1094.00
7047.00,0.73,Very Good,F,VVS2,63.80,59.00,5.69,5.72,3.64,3669.00
7048.00,0.30,Ideal,F,IF,61.70,58.00,4.30,4.32,2.66,886.00
7049.00,0.73,Premium,F,SI1,61.90,60.00,5.78,5.81,3.59,2504.00
7050.00,1.21,Good,F,VS2,63.70,58.00,6.67,6.71,4.26,7911.00
7051.00,0.72,Very Good,F,VS1,63.30,57.00,5.68,5.75,3.62,3219.00
7052.00,1.30,Ideal,F,SI2,62.20,56.00,7.00,6.96,4.34,6559.00
7053.00,1.21,Premium,D,SI2,62.50,57.00,6.79,6.71,4.22,6505.00
7054.00,0.24,Very Good,F,VVS1,59.00,59.00,4.05,4.08,2.40,552.00
7055.00,0.50,Good,D,SI2,63.40,59.00,5.00,5.03,3.18,1157.00
7056.00,0.30,Very Good,D,VVS2,62.90,56.00,4.27,4.29,2.69,752.00
7057.00,0.40,Fair,F,SI1,64.70,58.00,4.67,4.63,3.01,857.00
7058.00,0.72,Ideal,H,VVS2,62.30,56.00,5.74,5.81,3.60,2752.00
7059.00,1.30,Premium,D,SI2,60.20,59.00,7.00,7.05,4.23,7002.00
7060.00,0.39,Premium,J,VS2,61.30,60.00,4.65,4.68,2.86,581.00
7061.00,0.70,Premium,G,VS1,58.30,58.00,5.90,5.86,3.43,2459.00
7062.00,1.51,Very Good,H,SI1,59.90,55.00,7.44,7.52,4.48,9218.00
7063.00,1.24,Ideal,H,VS1,61.00,57.00,6.91,6.95,4.23,8719.00
7064.00,1.04,Good,F,SI1,,57.00,6.36,6.41,4.03,4828.00
7065.00,1.23,Ideal,H,VS2,62.20,55.00,6.81,6.85,4.25,7130.00
7066.00,1.10,Premium,F,SI2,62.60,57.00,6.60,6.56,4.12,4832.00
7067.00,1.51,Very Good,H,VS2,62.30,61.00,7.27,7.30,4.54,9821.00
7068.00,0.91,Ideal,D,SI1,62.10,55.00,6.20,6.24,3.86,5535.00
7069.00,0.72,Ideal,J,VVS2,61.50,57.00,5.74,5.77,3.54,2150.00
7070.00,1.01,Good,D,SI2,63.10,54.00,6.37,6.43,4.04,4260.00
7071.00,0.33,Ideal,E,VS2,,56.00,4.40,4.45,2.75,723.00
7072.00,0.35,Ideal,D,VS2,61.80,55.00,4.56,4.53,2.81,1063.00
7073.00,1.02,Premium,F,VS1,60.50,56.00,6.61,6.52,3.97,7197.00
7074.00,1.20,Good,J,SI2,63.30,54.40,6.72,6.78,4.27,4659.00
7075.00,0.71,Ideal,D,VS2,61.20,57.00,5.73,5.77,3.52,3321.00
7076.00,0.31,Premium,D,VS1,,58.00,4.45,4.40,2.64,1011.00
7077.00,0.90,Premium,H,SI1,61.40,60.00,6.13,6.08,3.75,3387.00
7078.00,2.01,Very Good,H,SI2,63.40,60.00,7.97,7.89,5.03,11780.00
7079.00,0.32,Premium,H,SI1,62.60,55.00,4.38,4.37,2.74,591.00
7080.00,1.31,Premium,J,SI1,59.40,60.00,7.12,7.06,4.21,5546.00
7081.00,0.23,Very Good,F,VVS1,62.80,54.00,3.92,3.94,2.47,583.00
7082.00,0.31,Ideal,D,SI1,61.50,55.00,4.38,4.40,2.70,692.00
7083.00,1.20,Premium,I,VVS2,63.00,60.00,6.71,6.63,4.20,5376.00
7084.00,0.52,Good,F,VS1,64.20,58.00,5.10,5.02,3.25,1841.00
7085.00,1.57,Ideal,J,SI1,62.00,55.60,7.43,7.47,4.62,8035.00
7086.00,1.00,Premium,H,VS2,59.40,61.00,6.51,6.46,3.85,5572.00
7087.00,1.01,Premium,I,SI2,61.60,59.00,6.40,6.35,3.93,3411.00
7088.00,0.73,Premium,G,I1,62.50,58.00,5.82,5.74,3.61,1395.00
7089.00,1.00,Very Good,G,SI2,62.60,58.00,6.34,6.38,3.98,4725.00
7090.00,0.33,Very Good,I,VVS1,62.50,61.00,4.38,4.42,2.75,608.00
7091.00,1.01,Ideal,G,VS2,61.40,58.00,6.47,6.44,3.97,6618.00
7092.00,1.01,Good,G,VVS2,58.20,55.00,6.65,6.68,3.88,7306.00
7093.00,0.53,Premium,E,VS2,58.50,61.00,5.33,5.26,3.10,1908.00
7094.00,1.00,Very Good,F,SI1,63.10,59.00,6.29,6.22,3.95,4234.00
7095.00,0.35,Ideal,E,VS1,61.90,56.00,4.51,4.53,2.80,829.00
7096.00,0.78,Very Good,F,SI1,62.40,58.00,5.83,5.86,3.65,3045.00
7097.00,0.56,Ideal,G,VS2,60.60,57.00,5.36,5.33,3.24,1698.00
7098.00,0.31,Good,D,SI1,63.90,54.00,4.27,4.30,2.74,571.00
7099.00,1.07,Ideal,E,VVS2,61.30,56.00,6.53,6.60,4.02,10222.00
7100.00,0.42,Good,H,SI1,63.20,58.00,4.77,4.79,3.02,700.00
7101.00,0.70,Ideal,J,VS1,61.40,55.00,5.72,5.75,3.53,2107.00
7102.00,0.71,Ideal,F,SI2,61.60,56.00,5.68,5.74,3.52,2202.00
7103.00,1.75,Ideal,H,I1,61.50,55.00,7.78,7.75,4.78,7409.00
7104.00,0.38,Ideal,E,VVS2,62.40,56.00,4.69,4.63,2.91,1097.00
7105.00,0.99,Very Good,F,SI1,62.50,58.00,6.36,6.38,3.98,5112.00
7106.00,1.46,Premium,G,SI2,62.80,52.00,7.31,7.27,4.58,5421.00
7107.00,0.41,Ideal,G,VVS1,61.80,55.00,4.76,4.79,2.95,1000.00
7108.00,0.54,Ideal,F,VVS2,61.00,54.00,5.28,5.30,3.23,2231.00
7109.00,0.90,Premium,G,VS2,62.80,58.00,6.14,6.09,3.84,4137.00
7110.00,1.20,Very Good,J,VS1,62.90,60.00,6.64,6.69,4.19,5226.00
7111.00,0.30,Ideal,G,VS2,60.80,57.00,4.38,4.33,2.65,630.00
7112.00,0.51,Ideal,D,VS2,61.90,57.00,5.13,5.11,3.17,1882.00
7113.00,0.58,Ideal,H,VS2,61.20,56.00,5.41,5.39,3.30,1755.00
7114.00,0.75,Very Good,J,SI1,62.40,56.00,5.78,5.82,3.62,2083.00
7115.00,0.81,Premium,D,SI1,62.40,59.00,5.96,5.89,3.70,3266.00
7116.00,0.33,Ideal,G,VS1,62.10,55.00,4.46,4.43,2.76,854.00
7117.00,2.19,Premium,J,SI2,61.80,60.00,8.35,8.25,5.13,13355.00
7118.00,0.59,Premium,H,SI1,61.90,59.00,5.43,5.34,3.33,1265.00
7119.00,0.71,Ideal,I,VVS1,61.40,56.00,5.73,5.76,3.53,2606.00
7120.00,0.44,Very Good,F,SI2,62.80,60.00,4.82,4.86,3.04,648.00
7121.00,0.32,Ideal,D,SI2,62.40,54.00,4.38,4.40,2.74,477.00
7122.00,1.33,Ideal,F,IF,60.20,57.00,7.12,7.17,4.30,18435.00
7123.00,0.70,Ideal,G,VS2,60.00,57.00,5.80,5.84,3.49,2633.00
7124.00,1.02,Premium,E,SI1,62.60,58.00,6.44,6.47,4.05,5183.00
7125.00,0.58,Ideal,H,VS1,61.10,57.00,5.38,5.42,3.30,1759.00
7126.00,1.50,Very Good,J,VVS2,63.30,56.00,7.18,7.29,4.58,8391.00
7127.00,0.28,Very Good,F,VVS1,60.10,59.00,4.24,4.25,2.55,642.00
7128.00,0.34,Ideal,H,VVS1,62.00,54.00,4.48,4.46,2.77,995.00
7129.00,0.57,Premium,F,VS2,60.30,58.00,5.40,5.44,3.27,1754.00
7130.00,0.30,Premium,G,VVS2,61.80,59.00,4.26,4.22,2.62,878.00
7131.00,1.04,Premium,I,SI2,61.30,59.00,6.50,6.46,3.97,4141.00
7132.00,0.79,Premium,H,SI2,62.80,57.00,5.91,5.88,3.70,2370.00
7133.00,0.72,Ideal,F,SI1,62.40,57.00,5.71,5.74,3.57,2514.00
7134.00,0.41,Ideal,I,VS1,60.90,53.00,4.85,4.80,2.94,969.00
7135.00,1.23,Premium,G,SI2,62.10,58.00,6.85,6.80,4.24,4918.00
7136.00,0.34,Ideal,E,VVS1,61.80,57.00,4.47,4.50,2.77,1001.00
7137.00,1.00,Premium,F,I1,62.40,59.00,6.38,6.34,3.97,3405.00
7138.00,1.01,Ideal,H,SI1,62.40,53.00,6.42,6.47,4.02,4559.00
7139.00,0.36,Ideal,H,VVS1,62.00,54.80,4.57,4.59,2.84,764.00
7140.00,0.40,Ideal,H,VVS2,62.10,57.00,4.69,4.74,2.93,877.00
7141.00,0.70,Ideal,I,VS1,63.10,54.00,5.61,5.67,3.56,2142.00
7142.00,2.01,Premium,H,SI1,59.60,59.00,8.27,8.19,4.90,17458.00
7143.00,1.24,Ideal,H,SI1,62.30,54.00,6.88,6.90,4.29,6867.00
7144.00,1.01,Good,G,SI1,62.20,65.00,6.34,6.30,3.93,3871.00
7145.00,0.33,Premium,D,SI2,61.60,59.00,4.41,4.42,2.72,492.00
7146.00,0.38,Ideal,E,SI1,60.70,56.00,4.69,4.73,2.86,680.00
7147.00,1.02,Premium,D,SI2,62.30,58.00,6.42,6.37,3.99,4044.00
7148.00,0.30,Ideal,H,VS2,62.30,57.00,4.25,4.29,2.66,491.00
7149.00,1.13,Very Good,J,VS2,62.00,59.00,6.62,6.66,4.12,4206.00
7150.00,0.70,Very Good,F,VS2,61.70,63.00,5.64,5.61,3.47,2762.00
7151.00,0.90,Ideal,G,SI2,62.70,53.00,6.18,6.22,3.89,3805.00
7152.00,1.00,Premium,E,VS2,60.40,57.00,6.49,6.46,3.91,6720.00
7153.00,0.70,Ideal,E,SI1,62.70,55.00,5.68,5.74,3.58,2774.00
7154.00,1.51,Ideal,G,VS1,62.80,56.00,7.29,7.24,4.56,13811.00
7155.00,0.31,Premium,E,VS1,61.70,58.00,4.30,4.36,2.67,734.00
7156.00,0.56,Ideal,D,VS1,62.60,55.00,5.25,5.29,3.30,2057.00
7157.00,0.30,Premium,G,VS2,62.20,60.00,4.25,4.24,2.64,675.00
7158.00,0.93,Premium,J,VS2,61.10,59.00,6.34,6.32,3.87,3125.00
7159.00,0.77,Ideal,G,VS2,61.80,54.00,5.91,5.94,3.66,3300.00
7160.00,1.16,Ideal,G,SI2,61.90,56.00,6.77,6.73,4.18,4969.00
7161.00,0.72,Ideal,E,SI1,62.00,57.00,5.72,5.66,3.53,2476.00
7162.00,1.01,Very Good,F,SI2,59.10,57.00,6.57,6.62,3.90,4304.00
7163.00,1.38,Very Good,F,VS1,61.40,61.00,7.10,7.14,4.37,11286.00
7164.00,1.52,Good,H,VS2,63.30,57.00,7.32,7.33,4.64,10428.00
7165.00,1.45,Fair,F,SI2,64.40,58.00,7.17,7.11,4.59,6455.00
